4000 30000
171 1033 648146
1740 3678 776869
2297 2873 21398
2267 2325 687922
1973 3831 925015
1416 2790 205299
850 1556 127700
243 1036 916582
1230 1704 461470
942 1948 269595
601 3333 913766
1099 3010 943857
1968 2234 802153
853 3718 572829
683 3992 770802
1007 2451 761943
6 2659 655145
600 2359 360180
1829 3293 474235
763 3122 108183
75 2710 279515
828 1173 698876
1037 3141 905461
3210 3543 954313
372 3202 938996
560 3526 425446
1470 3218 313803
967 1928 418755
1147 1220 96935
2334 3735 392057
1396 3918 28131
2223 3785 169655
2661 3612 560795
122 3154 772005
2788 3525 7558
1784 3403 676117
872 3582 15687
1737 2190 637614
492 3336 491186
1428 3070 521519
1837 3339 547266
2320 3123 449489
2135 3975 237452
1123 2609 680605
1396 1480 384481
1038 3531 119883
1507 3112 165106
1194 1200 175295
1692 3161 26983
2347 3471 678052
218 1659 785743
330 3485 596865
304 1326 843000
1778 2778 945960
3257 3735 827355
216 646 458885
100 2153 782348
1558 3698 111547
854 3210 381590
1556 3837 689412
2126 2241 427070
1962 3984 655399
1202 3287 544055
202 2416 170184
2150 2162 789441
1869 2365 958438
754 2816 320590
374 3454 440640
1579 3001 439849
592 1415 325757
7 2004 619882
1427 3991 385843
826 1192 589481
1233 1745 951896
258 3418 670045
1211 2478 644761
3583 3649 995929
592 3036 888654
1232 2036 498232
1433 2979 367998
983 3190 176004
2761 3424 224346
1267 3938 109889
1171 3100 191985
940 2996 416594
1393 2150 611071
2150 2507 750653
2436 2741 617688
324 3090 840076
1674 2109 283054
1298 1672 152388
1074 2028 875148
2340 2375 623086
616 1792 456608
602 787 545899
1548 2532 164048
620 1038 818549
3625 3825 797290
1666 2914 89965
939 1742 620073
1148 2610 229723
637 1537 538796
1037 3363 449487
475 3979 551278
932 1435 312417
2831 3334 402948
3734 3802 500337
2284 3427 84161
1444 3926 559426
1891 3185 424364
684 2317 563325
392 2572 635961
3540 3609 415676
435 1027 979654
658 1870 68937
1075 1555 583767
375 1289 651569
1064 3572 539347
1577 3497 864790
1355 1739 984326
55 2071 181009
798 1396 639933
337 1709 719893
1385 1716 560327
1391 2373 650548
2328 3799 20103
525 2448 349391
1940 2017 973314
1716 3516 172810
1222 2506 70548
3184 3292 802955
545 1039 116104
478 3099 32441
371 836 34156
1051 2226 188880
906 3599 292678
54 3353 297554
1721 1797 187493
3111 3436 79360
2293 3921 532581
1828 2822 4224
2129 2372 541262
2233 2850 328712
3026 3572 749547
622 1182 299773
573 2414 564678
978 3092 644382
998 2775 190454
491 1885 742241
2158 3851 680885
784 1331 990712
1008 3459 369083
2043 2622 972284
1069 3335 520208
882 2602 573181
1007 1016 298105
459 2037 715083
1457 2771 206209
1225 2299 228445
2502 3466 954602
351 3285 487932
645 3063 147742
499 3266 533785
1135 2600 711205
1343 3834 197806
1192 2877 215173
982 3229 539632
417 1999 501440
2626 3224 771738
3041 3072 462591
1674 3744 73876
1959 3158 642520
2053 3656 226137
190 1143 637089
2837 3747 624922
1554 1713 522113
727 3047 409693
711 3463 415692
2089 2151 763267
1160 2242 194659
833 3185 874402
1495 3061 309560
1933 3900 385567
71 89 74709
1160 3836 929898
1741 2434 491610
547 2819 607008
2593 3530 958471
2032 2285 268559
273 1904 282070
915 1458 953606
518 3318 771101
1230 2451 431352
2521 2797 435440
32 1859 43627
2465 3757 453719
3363 3719 364538
1955 2728 348419
591 1551 390450
2462 2494 295075
532 3761 524884
2490 3078 637401
659 1943 824203
1295 3455 795075
1088 1665 187106
715 1421 141570
1492 2435 696933
219 3325 262887
96 2121 771478
582 2898 502323
1113 1973 650083
3209 3954 605512
611 1897 678170
814 3191 769977
278 3890 955641
1345 3348 165062
131 919 438905
1852 3807 351475
1091 3902 377595
921 2799 302176
1124 3245 923640
332 1680 195593
942 3193 405489
1715 2108 984680
2349 3692 401309
1696 3334 182653
748 2966 815135
1169 3653 146941
2260 3128 42842
1075 3180 409641
2776 3251 58764
456 2891 31447
2484 4000 448741
326 1714 134848
1358 1758 917548
1091 2667 467595
1673 2190 442913
808 2194 24081
102 1673 506692
2747 3296 662224
937 1997 509351
53 1239 698158
74 3853 834157
399 594 628223
1756 3794 850332
423 1342 423422
1289 2447 61611
202 3606 720156
636 3707 717828
3003 3680 948574
291 1904 230922
696 3608 972160
548 1766 884233
276 1141 372632
851 934 938387
2627 3183 499161
267 2605 237607
568 821 1565
724 1456 905271
1487 2552 540625
3478 3743 317268
2400 3350 293963
1115 2560 18510
1742 2793 456002
2592 3777 741287
1774 2517 791913
730 1678 108179
1649 3638 649351
1203 2724 406806
1627 2826 952645
1104 3452 916387
720 3503 323736
2414 3035 389202
1207 1897 946944
1335 1899 141535
3186 3851 339661
1529 3451 448390
1518 3982 562039
1334 2720 400762
492 1545 682389
1137 1348 871844
1524 2419 167347
1453 1612 573760
2815 3349 975318
1599 1759 744653
784 3646 852855
586 3307 282735
50 568 788252
1901 2441 887323
2392 3203 968868
1944 3529 122567
1404 1789 632986
1488 3016 826790
1830 3248 206139
2919 3940 776089
3924 3937 245225
779 3596 921810
3515 3645 430377
119 2085 420277
1639 3443 814669
311 3935 82549
1723 3230 623952
216 3562 278967
3161 3359 436796
1850 2079 77087
1939 2002 825024
3133 3164 52971
975 2999 176615
3117 3352 307051
2559 3982 328689
2651 3221 956623
1552 2451 62697
1504 3018 814258
472 2376 301419
225 1620 15849
2516 3060 702203
436 1679 213335
1407 2653 348333
2022 2357 411801
1073 2338 258360
1340 2114 405932
2891 3090 944382
394 1787 55752
46 865 534127
1817 2837 134704
1666 1896 117219
2331 3869 726897
89 1204 401902
1889 2110 56258
1691 3534 142947
403 1999 960286
1088 2335 107176
2875 3070 207569
2822 3272 56786
1088 1301 607974
5 2753 938221
1576 2974 872551
177 826 12991
2418 2728 987100
460 3338 650985
862 2285 333335
2571 3548 474423
2099 2617 169649
1438 2020 716920
2739 3158 450359
3095 3132 869463
671 1353 676436
1496 2256 600965
575 3247 991382
2699 3912 292193
2036 2548 729054
1470 3372 256953
1795 3568 787570
1939 3796 409359
1068 1097 656449
228 3427 179896
1242 1581 580566
188 1679 134413
2996 3435 726987
2378 2485 447250
521 2571 438149
3892 3977 143618
930 2038 703537
852 1833 325475
2564 3252 582571
2678 3013 599151
271 2909 280731
1949 3827 565270
1296 2592 433056
1579 3673 387541
1181 2595 596061
2923 3330 391952
205 3300 282341
1408 2837 920525
665 3971 539776
3236 3336 106805
2387 2596 491075
2423 3470 885376
741 1014 890671
1797 2945 14696
477 1690 549642
1751 3807 224565
2055 3458 329121
396 2295 134528
921 2959 82851
1049 2546 314186
933 3854 524781
754 2930 811555
306 1846 792569
3329 3995 743865
1684 2025 596341
3668 3787 304499
585 1841 11957
1706 2589 938603
586 3861 893561
910 3437 8458
763 1623 849742
44 2405 214496
701 2312 700693
30 3233 225039
2054 3098 658723
2073 3792 146861
643 2657 48701
600 714 195641
1300 3555 475502
736 1468 460763
1927 2711 741877
1467 3669 809921
2517 3778 66621
3011 3563 402650
602 2108 349056
2251 3677 455480
2538 2894 430137
3592 3845 151202
3233 3400 720501
867 3087 253589
3145 3850 548299
1728 3166 645765
1682 3649 357542
1596 2622 992552
1625 2198 811012
1874 3033 409262
764 2513 124507
355 1002 452352
205 3939 364103
706 3026 753321
2647 2875 628466
602 2946 355631
602 711 665664
2606 3224 259260
848 3510 877809
2522 3880 180034
137 2744 312797
996 3746 357503
1700 3950 993442
1007 1803 212467
3125 3654 475341
2951 3943 40295
3662 3926 200896
1942 2619 540119
1554 2128 493318
1002 3363 409549
1490 3750 744293
547 2485 444038
185 2051 176339
2339 3493 145345
312 1815 637350
1757 3653 684301
2034 3948 448314
845 3976 286932
1316 1881 225411
1244 2635 558412
184 993 244253
829 1891 374738
293 867 951274
1206 3785 821612
96 2904 255427
101 254 397535
400 907 603569
1221 1244 571896
505 2912 561776
1898 1917 967371
681 2433 452363
935 3262 878606
25 128 570898
1686 3651 39035
589 1263 979130
1042 1194 415582
2101 2578 355982
2499 3673 517577
178 2395 440488
171 2446 134385
3478 3543 8818
258 764 324431
788 2864 8910
790 2115 238595
1150 2053 191535
632 3446 988729
215 2375 347181
549 873 198853
2126 3619 863382
2967 3790 566179
1704 3684 865657
293 2874 522420
3305 3509 427560
216 1623 532349
2772 3163 174753
2699 3403 610199
3780 3969 752573
517 3313 721798
2518 2995 573416
1901 1961 385557
80 3664 125592
1737 2890 245885
510 2194 657745
422 2761 899367
771 2276 42490
974 3877 549892
1105 2428 386213
769 3001 874729
1151 3286 565723
1186 2568 416035
477 1618 560051
2070 3706 522940
215 3955 145485
988 2052 436598
1419 2111 634873
261 1987 448198
414 2153 865302
718 3766 782422
917 3448 365707
1523 3836 994893
312 1559 752510
1610 2381 504215
902 2687 288782
738 2387 533769
2508 2985 287879
2210 2768 242217
1273 2408 490630
62 1990 334748
1789 2484 980016
192 3312 999851
870 3085 812514
2831 3947 27247
514 3732 406285
1296 2470 607375
1455 3418 46234
3649 3664 249002
1867 2424 314626
497 2485 112967
969 3597 518756
1160 3613 130419
596 3816 847640
683 894 746822
1407 3930 834553
2215 3055 289022
1942 2824 546828
177 2472 242844
338 1531 825267
157 1187 675751
783 1476 93071
396 584 926582
563 3003 171177
1245 2995 128422
1526 1817 786181
93 370 433235
1745 2034 152410
573 2210 198881
3740 3769 331219
248 1036 556405
1140 2076 725539
2211 2659 302286
794 2014 802849
323 1008 72445
746 3177 621971
2927 3898 374063
514 1642 936096
924 2567 870658
157 2335 426749
3376 3723 435349
133 862 9424
1673 3072 700434
3865 3959 122447
188 3160 155807
1285 3606 30983
563 1577 98880
1076 3640 648522
88 2351 259440
2507 2746 141774
1848 2235 153496
1197 2719 486709
391 2621 201781
702 3055 257997
1855 3861 826536
1662 3818 35820
997 1394 188382
1385 3877 233809
751 1825 324511
191 570 659370
2318 2769 569604
166 3965 160674
2876 2937 609065
1009 2344 766118
550 3006 918330
1543 2211 138148
1715 3207 47541
2098 3435 53278
186 259 575102
728 1123 23
493 3397 754792
2449 3915 274756
2790 3123 602045
150 540 920740
2658 3155 353289
989 1049 55499
2764 3137 91057
861 3030 42491
308 1471 591028
2593 3410 479756
3437 3786 399504
1885 2578 987418
1360 1686 246559
1899 3731 378708
823 909 641863
2112 2249 378911
1385 1963 142026
766 1020 86886
1426 3864 512709
1187 3244 227653
972 3000 891090
2857 3549 588974
1587 2275 998333
835 1669 244584
2492 3543 577492
603 1758 431740
1022 2566 945476
3048 3937 682593
2287 3800 180018
2996 3396 529205
2395 3001 730176
1603 2091 54077
3418 3878 775663
712 1751 13331
606 2687 204174
179 2364 668777
271 3737 11694
1747 2784 807630
341 1422 131782
711 769 575177
1916 3770 133923
445 1860 207526
1277 2874 783403
2889 3380 624466
220 2066 593071
395 2597 363786
1524 2867 315522
614 1218 590306
848 1306 307727
982 2016 496848
159 284 352617
1080 2083 282476
1961 3953 908105
1364 3193 711484
2182 3764 969901
510 3253 744497
2033 3040 983364
2562 3250 148329
450 1220 921986
1300 1431 484353
1942 2148 364636
376 3117 842067
1593 2336 454371
51 2050 493563
1534 2232 489327
1484 3436 645836
285 875 631869
3649 3789 975470
330 1008 484271
2316 2659 290054
1158 3022 484347
274 3658 684722
2078 2219 615057
268 449 91459
1802 2365 705690
1589 3692 83525
1880 2225 72400
2101 2226 504188
1924 2555 485547
1223 2547 324206
244 601 549715
253 948 481989
2022 2330 436207
1431 3131 320474
890 1847 362627
1890 2580 532567
2458 3769 574792
1870 2858 989017
145 3398 923571
945 2691 333145
1503 3292 669388
591 3219 329641
1560 2613 672322
395 2119 151804
1285 2593 261650
216 1573 7539
2140 2673 551660
1284 1530 525881
1279 2301 422025
2224 2225 240715
78 3370 788358
1111 3648 549301
1207 3104 208265
3677 3778 896659
2270 3583 705943
194 1585 374511
1477 2333 953183
1137 3969 547065
2269 3018 660343
845 1395 294918
567 2462 291348
1677 2821 682995
474 1132 984554
739 909 632230
491 1750 462851
46 2428 839044
2557 3904 809729
92 1392 949697
409 3157 764317
2155 3853 177162
616 2771 37728
2471 3436 531756
261 1467 988887
1351 2021 597795
2603 3101 26638
1455 3146 537065
851 2054 169320
2145 2932 958711
629 1654 947471
1299 1506 557625
628 2461 546240
541 3099 218028
297 917 122288
1536 3289 983639
1891 3331 215091
2321 3697 522588
548 3738 280641
1058 3479 475137
460 3769 136790
1758 3592 958647
570 1217 235627
1462 3458 259077
1758 1838 711993
126 3645 611633
117 2975 557523
1296 3208 561572
1385 2148 430119
2443 2789 521949
2279 2563 786760
2155 3421 988869
2069 3723 821790
2048 3180 323251
1369 1477 541360
1470 1495 465004
1103 1963 208331
1523 2978 797978
550 3670 287362
2459 3021 845804
1089 1323 464719
435 509 58873
1657 2929 734947
976 3447 6479
2452 3051 607847
273 411 661341
1727 1768 699656
1057 2099 905178
429 1606 316847
979 3791 731657
1948 2301 624745
2667 3087 165606
743 1892 796534
190 839 785862
3318 3592 876313
354 3166 328938
859 2121 239016
515 571 164072
999 1693 665678
1142 2893 206656
2550 3089 825308
2107 3648 308394
1254 3998 677489
1188 1788 238030
858 3650 829621
316 375 509974
1233 1606 260447
622 2100 773017
144 695 878368
2725 3036 347509
1733 1938 58949
1585 3393 961055
139 2838 145404
977 1628 830591
979 3658 539448
1279 1646 879822
3251 3606 29407
53 224 687858
918 1070 244001
3790 3994 531037
1726 3299 313326
1118 2248 182910
1257 3655 338099
1059 3236 575427
3 2894 164405
524 3451 530402
481 3626 969652
533 1385 270228
1243 1955 47145
1244 1744 31491
633 1395 397216
1959 3994 518686
1221 3649 704294
707 3672 631529
709 3100 54774
512 3857 803650
489 2260 388130
264 2225 68663
2844 3467 134617
1062 2342 980712
1695 1833 438106
5 3049 82100
1578 2087 390100
1249 2381 991158
700 2263 715867
557 1037 652730
1039 3168 681570
1170 3783 831794
1833 2627 791260
802 968 836673
1866 2800 982719
2200 3973 542724
639 2425 732301
877 3019 405901
35 1633 622601
254 2670 579509
984 3708 290676
1229 2906 274810
2700 3413 769436
566 2312 370755
2432 2986 593906
2057 2756 836106
781 1532 648744
1434 2408 736114
2442 3688 729747
2289 2696 200768
31 1798 952827
826 3289 890408
1988 3636 565820
652 1425 146386
180 3989 612817
2045 2087 435924
2545 3178 181455
963 3641 272214
650 3755 183007
1854 2938 629702
1087 2974 814085
154 1912 417725
1900 2562 756064
382 3324 136715
3120 3855 429055
289 1941 583100
213 485 174277
125 2020 967591
232 2234 336241
1242 2437 935530
1411 3296 828617
1733 1916 338880
477 3458 741131
1210 3523 288454
330 590 384309
618 1646 622601
831 1098 323086
2850 3727 683562
1436 3318 923793
2677 3559 806230
2324 3090 47992
57 59 601907
3291 3866 874735
423 3740 915944
330 877 388273
1538 2327 420891
140 3424 966073
3150 3578 688922
2467 3140 410709
2378 3286 281737
1819 1868 448061
1860 2229 756469
119 1519 108334
1941 2854 776074
2798 3170 412755
707 3424 931081
315 1198 946856
775 2388 118005
3662 3915 444823
2724 3200 263552
461 1067 993370
522 3278 11950
991 3396 625469
1678 2601 91409
1750 2104 730930
1173 2859 895637
1839 2292 240834
578 1148 605961
592 3505 641875
680 3315 821426
233 3775 434492
297 1955 561769
1639 1906 321516
3668 3727 588468
1771 3488 762217
981 2419 263742
2056 3272 997580
771 3242 962510
275 1203 331101
955 3430 546767
856 1539 858541
3348 3845 747189
1469 1750 969180
1828 3337 632847
1316 3805 30618
2023 3734 91598
2117 2141 263222
1382 3697 975992
2559 2937 380619
1660 2718 405573
427 3574 863463
3273 3321 231307
1094 2510 37409
42 430 907236
587 890 448551
2609 3860 392284
725 3810 150424
773 3032 480158
3025 3332 987446
1343 3644 314163
1569 2122 798088
1384 1794 357361
655 691 102806
697 2452 323235
1689 1938 639821
1797 2592 814781
1606 2877 111857
638 1653 44982
14 2163 576665
9 1961 554359
477 1929 524832
2565 3312 346625
2 278 283280
2454 3084 820328
494 2672 74265
2845 3085 592061
1627 2313 498018
318 1836 22655
2480 2818 691020
793 3483 851028
1269 2195 940956
3027 3833 824267
111 1653 248621
1285 3546 251426
1965 2217 256271
230 1062 195355
643 3040 10020
875 2661 334337
45 1669 681168
689 3527 37960
70 1721 235228
1100 1378 71061
1998 2752 935523
388 2971 931420
2352 2397 865637
2668 2933 927050
2375 3575 414089
395 2587 471315
607 2732 627359
1296 3901 975238
1717 1861 69310
1442 3094 434409
503 1443 417160
378 413 849899
150 2809 520250
1787 1828 51534
203 1189 3108
949 3630 422047
2946 3681 814653
2305 3933 388300
1543 2145 994016
2854 3586 605462
440 1615 46904
1169 3128 83317
1027 1319 482477
1630 3105 984305
646 1164 816859
275 625 990159
2672 3220 322191
1325 1877 494123
1626 3771 576620
2976 3994 772205
591 1808 184645
713 3718 265813
382 744 947131
2725 2859 610588
3516 3889 699585
513 727 111859
2887 3184 351431
860 1078 529307
2837 3202 137077
3183 3822 760405
379 990 800995
1376 2054 708712
2435 3542 849807
1294 2673 744532
1161 1613 444420
1198 1888 985284
774 1410 272819
841 1851 638030
1404 2500 952867
1577 3929 760401
334 1956 633390
1329 3683 167796
2393 3224 414230
201 2249 887875
733 3861 573036
1411 1505 802923
2789 3172 84048
364 3960 705898
1990 2863 711654
2791 2857 645230
3477 3610 311537
805 1001 895220
797 3198 178443
3379 3750 624691
834 3255 360904
643 2338 86666
1478 3918 913837
1437 3966 710200
2216 3426 521414
1870 2635 484556
2244 3453 360032
2990 3244 465189
392 2562 992386
123 1006 340487
2049 3729 221320
371 3305 595657
640 2323 965134
512 605 118922
3064 3172 662347
478 1042 580981
846 1035 635225
1419 3835 974820
2608 2749 767564
106 2994 427686
2154 3833 875766
1153 1811 652136
133 1162 625127
997 2296 329731
60 1570 537254
538 3918 410295
899 1924 143140
476 3342 47327
1950 3649 18075
1295 3213 750180
1128 3251 384685
2632 3369 798847
3505 3794 79332
984 2441 656328
11 2715 756387
3928 3969 417276
1178 2617 123551
2006 2109 718893
1654 1788 701194
215 1218 62840
820 2747 144319
188 3433 166951
44 2632 242744
1027 1964 853184
93 2292 117194
413 2680 213473
308 3381 723003
1490 3860 281008
3105 3629 378661
299 3844 816230
2590 3139 21401
2374 3459 353588
1006 2410 13983
1506 3321 111361
1613 3042 975453
237 644 659865
951 2062 91246
810 1065 929087
2073 3914 220715
564 1086 16910
55 1668 67852
3069 3513 274577
657 2274 919582
2992 3779 114903
2353 2820 516867
1806 3408 365510
1822 2024 110812
1622 2886 359974
1311 3061 348239
128 2748 776803
416 1039 224857
1243 3484 836721
493 3820 262994
3484 3755 779124
2189 3010 238295
346 3877 274055
1739 2369 99876
342 551 955113
525 3402 604423
765 3530 459171
920 1568 335586
2162 2777 771421
1981 3498 603913
1735 2844 879749
744 1968 193937
615 972 554634
2670 2710 589003
2898 3261 937344
137 2364 45098
901 2787 132979
